aplikasi by u lg ganggu atau gmn si kok beberapa hari ini aku buka sering keluar keluar sendiri	negative
mau komplain ke nindy soal hadiah tcooopytszqau	negative
buka ads manager pakai byu	neutral
min kenapa ini aplikasi by u saya dari kemaren tiap mau buka gabisa terus ya sudah saya uninstal instal u tcopzonqtsu	negative
aplikasi benerin dulu aja daripada nanya nanya	negative
belum butuh g si hp juga masih bisa di pakai buat tahun ke depan sayang bangt yang nya kalo harus upgrade hp	negative
sudah brani nonton live streaming youtubenya kompastv jam nonsto tpi ndak tak tonton	neutral
emosi gila beli paket unlimited byu mau donlot lemott	negative
min aku udh pakai by u loh	positive
janji palsu	negative
kalau saya mah	negative
kenapa sinyal jelek mau nonton netflix jadi tidak bss	negative
haloo byuu ini kenpa sinyal daerah tanjung duren jakbar jelek banget ya	negative
koneksi by u untuk game biasa stabil	negative
force close apk nya	negative
dah ada wifi di rumah pakai mbps btw	neutral
hapeku kadang tulis g malah tapi soal cepat gausah tanya beuuh mantab asa g	negative
aplikasi byu tidak bisa di buka	negative
min kalau kartu hilang ngurusnya gimana ya	neutral
min kenapa apk by u gabisa buka	negative
admin di ios force close terus mau beli paket tidak bisa	negative
haha respon lo gin terus min hdh banget	negative
lot banget si heeyyy	negative
sumpah ini sinyal kaya tai	negative
by u kenapa sih dari tadi mau beli pulsa di aplikasi gabisa	negative
gabisa buat akses zoom ya padahal buat lain lancar	negative
halo min plis bantuin dong apps by u minggu ini gabisa buka terus padahal mau paket kalau gin trus tcoxwdxotuad	negative
itu cara gimana ga paham beneran ini ga ke detect dari nomor udh cabut tetep ga ke detect	negative
sama nih sudah jam lebih arghh	negative
jaring lot yg ga abis abis	negative
unlimited dong min	neutral
min udh hari gabisa buka apk	negative
buat ping yang sering ms tconhelphypg	negative
fyi buat kalian apps byu ga bisa di buka kalo kita pakai jaring wifi ya seperti mifi	negative
min kok nyasar btw kenapa paket data langgan jadi naik huhuhu	negative
tolong dong ko aplikasi ga bisa dibukaa	negative
buka riyawat pesan dari by u saya min	neutral
imam hidup fokus ajar	neutral
ngakak banget admin bayu ngikut komen	neutral
ngapa apl lu kaga bisa buka sihhhh kuota saya dah mau abis ini	negative
kok error begini ya	negative
moga semua sehat dan bahagia	neutral
ini kenapa akhir ini sinyal ilangan sih padahal br beli kuota gb tapi malah lot banget azzzzz	negative
btw tengkyu yaa nindy kado tcocughas	positive
cara dptin byu gimanasih kak	neutral
pantesaaaaaan td disaranin buat uninstall trs install lg juga msh gabisa btw makasih info yaa	negative
kenapa topping game sinyal nya sering ngedrop sampai cakra	negative
kenapa paket line sy gabisa dipake dah	negative
minnn take down aja konten belum netizen serang	neutral
sinyal tidak asik banget si akhir akhir ini	negative
siap buat besok hari rabu nonton eps di tcofsuuryqy	neutral
nge lag app u pagi pagi napa deh	negative
duhh makin sini makin lot ih	negative
admin saya buka app byu pakai jaring byu kok ga bisa ya tapi kalau jaring lain bisa buka appnya	negative
min kenapa nih ya byu lg lot banget akhir ini zzzzzz	negative
salam kenal yaa min kmi udh buka pintu lebar banget buat mimin sok min duduk dulu boleh bg tcorjfyvood	neutral
byu kamu kenapaa sih masa gabisa buka wa aneh banget buka twitter bisa pas pakai hospot baru bisa connect ke wa	negative
nih keluh dengerin napa kak	negative
min mana kuota unlimited jam nyaaa	neutral
min kuota clbk sudah ga ada ya	neutral
kenapa saya klik mbps koin dapat gb koin	negative
gaada kuota utama kah kaya beberapa toping butuh kuota utama juga biar bisa kepake	negative
iya kenapa ya padahal nyambung dia baca tidak ada jaring	negative
aku ken juga dong nindy dapet kado dari mu	neutral
aplikasi dan layan thu dibenarin di dm tanya solusi jawab tele	negative
ken euy kalo kartu baru ada tidak ya paket ini	neutral
lapor pertama ga ada respon	negative
aplikasi lg eror ya tcogqohknbsco	negative
sinyal lot ganggu lagi ya min	negative
apk byu gabisa buka ya allah	negative
wah beneran nyata no tipu tipu	positive
tsel yang gb	neutral
min hari ini lelet banget knp ya ken di pakai kerja soal jaring	negative
ini tiap di aku kenapa h atau g mulu	negative
tangan langsung dong dan sekarang jiga harus sudah masuk kouta saya jangan bikin saya kesal karena sudah hari lebih masih belum masuk juga kouta nya	negative
daerah solo emang lagi panggil darurat gitu ya	negative
lah aku kuota toping potong tapi viu gabisa buka acan kan kesel banget	negative
iya kapok poko mah apalagi buat game pas scrim sering banget jadi h mending pindah ke lagi	negative
dari kemarin apps masalah sementara paket mau abis dan lagi luar jaring wifi mohon baik ju tcoecvxjxaep	negative
internet di manado ganggu min	negative
aku pernah daftarin paket pas jam upgrade sistem alhasil tidak masuk layang sudah cuan	negative
g speed apa asa arti semua jenis paket biar asa di gadget apa itu harus ada mbps	neutral
punya belum bisa	negative
beli pulsa konter hp	neutral
aplikasi ga bisa d buka	negative
mau beli paket doang kok yo tidak bisa gimana to sudah restart hp sudah update aplikasi baru juga ttp tidak isooooo	negative
kembali ke telkomsel aja haha	negative
samaa malah parah pakai paket internet ga jalan sama sekali internetnya di upgrade speed jug tcodvwtwzqxnv	negative
maintance sampai kapan nih tai banget mau paketin penting	negative
saya masih orang yang sama kak yang kapan hari sambat sinyal	negative
tpi cuma centang biru terus hbs gtu di lanjut malah jdi gk centang coklat bikin kesel tok	negative
wk aku kayak tiap minggu masalah mulu	negative
sinyal h aja min dari kemarin	negative
baik banget sih makasihloh tcozljodojmj	positive
coba min tolong bantu nanti dia ga bisa tlp gebetannya	neutral
ga usah kak ga bantu soal	negative
kuota richgiga dari bisa buat akses apa aja ya nyoba speed bisa mbps	positive
yang ini di aku kok ga ada ya biiasanya pakai yg dua jempol ini	negative
ngga ini ga baca sama sekali tulis no sim gimana cerita bisa dipake buat inter tcoxhbxueptk	negative
apa gamau collab sm nct min	neutral
ini kok transaksi saya jadi dobel	negative
hahaha km baik banget syg tcodrzjaaunfn	positive
masih bulan lagi sie sebenernya	neutral
min payah sinyal lot sudah brp hari ini sy daerah jakpus	negative
kok gabisa klik registrasi yah ap saya aj yg gaptek tcoqzunli	negative
aduh samaa ngefreeze waktu wwncr tcokucvvses	negative
min sabi lah kasih gratis paket ke aku yang langgan by u ini	neutral
sejak kapan tu asa akhir ngisi baru ada yg rb mbps deh	neutral
aku login pakai nomor otp nya kok tidak masuk ya	negative
cieeee perhati bangent nih nindy mksi bnyk nih kado ultahx luv u tcocvnizvw	positive
sama nder kek emg ganggu	negative
wk jaring benerin dulu min	negative
aplikasi by u akhir akhir ini kok sering banget error ya mau ngisi kuota jadi susah	negative
nyesel beli sudah habis banyak tapi sinyal kadang buat ngirim wa aja pending tcofgbrodzuxs	negative
min nomor by u tidak bisa untuk registrasi mi message ya	negative
min ini kenapa ya beberapa hari gin mulu tcopyu	negative
lanjut dan privasi data kakak tetap jaga	neutral
min kalau ak baru mau pakai by u dapet affh min	neutral
jaring kenapa min padahal g tapi ga bisa buat internetan	negative
knp si kamu ilangan trs	negative
neng tidak lo stad d rep akin centang biru	neutral
speed tidak bisa tes karena jaring lot padahal bar jaring full tcooougjwgn	negative
min paket data saya numpuk nih bisa tidak yang gb	neutral
min yaallah kenapa sih masih force close aje aplikasi di ios sudah beberapa hari hhhhh urgent nih mo kelu tcojlwduuuux	negative
baik emng	positive
halo by u saya mau nanya kenapa nomor saya dapat tawar judi online terus ya via wa lagi	neutral
ini kok ga buka buka yaa hpku yg salah atau emng apl nya lagi ada maintenance tcobuqzybecr	negative
baik pakai akun regional jika promosi buah produk yang belum sedia cara nasional	neutral
buat yang mau begadang nonton uefa euro sekarang ada topping mola tv gb ribu dan gb ribu masuk akses mola euro lho	positive
knpa sinyal g nya no network dignti ke g baru nongol sinyal ny	negative
min g tempat saya harus di luar rumah	negative
aplikasi byu kenapa g bisa buka yaallah	negative
bandnya ga support	negative
by u kamu kenapa sinyal biasa ganggu mulu yaa mama bawel terus jadi tuduh abis kuota	negative
ini kartu harus diupgrade dulu kayak pas g ke g ga	neutral
dah nyerah ganti nama jadi bye u tcomqhhbdta	negative
kapa byu bisa e simm bosq	neutral
komplain ke nindy sinyal g aja lot banget	negative
dear tolong dong sinyal byu di daerah banyumas parah banget sedang sinyal telkomsel tidak sebenernya byu bagi dari telkomsel apa emang anak tiri sih	negative
min kamu ada masalah apa sih sama aku sinyal rumah ku ko jelek banget padahal depok lho di kota juga sumpah bukan di goa atau lokasi babi ngepeeeeet tolong laaaah	negative
tempat yang internetnya lancar	neutral
sini ada yang pakai by u tidak ya kalo misal aplikasi crash dan mau beli paket	negative
sudah mulai lot aja sinyal tau ilang	negative
min ak sama byu sudah bulan trs kasih gratis gb mksie ya	positive
min tolong cek dm ya jaring saya error dari pagi tidak ada koneksi terima kasih	neutral
bahagia itu ketika dapat kuota dari tcoyxhyechd	positive
paling balesannya kaya gin	neutral
provider plg rajin maintenance aplikasi	neutral
sama aja aku dah pakai telkomsel	negative
buat maen ml awal doang ijo tiba recconecting trs ping naik turun bikin males	negative
terimakasih atas taanggapan dari keluh saya sebut ya seperti yang sudah saya sampai dah tcommojsxdmy	positive
tolong nih signal di kebon jeruk parah banget	negative
jaring min jaring h mulu dah puasa puasa bikin emosi	negative
ayo dong benerin jangan hanya beri jawab yang normatif	negative
apa tidak mau collab sama nct	neutral
min kenapa aplikasi byu tidak bisa buka aku mau beli kuota	negative
dan aq boros banget	negative
saya pakai by u tidak lemot tuh	positive
sama bang ada progres di jawab admin ga	negative
admin mau nanya knp dah aku buka twitter pakai paket data by u tapi kok ga bisa mulu ada ganguan kah	negative
sinyal nya harus stabil nih byu di stabil in dong sinyal buat nge zoom lelet nih	negative
first impression pakai d yang unlimited hari kaget banget nyata streaming youtube aja lancar tcotrhfplohvq	positive
halo kenapa kalo buka app netflix	negative
ini kartu byu baru beli ngk bisa aktif	negative
min ini gimana gbs buka app by u terus internetnya juga error apa gmn ya mau cek quota jd gbs	negative
lagi nunggu komplain selesai sudah hari ngga ada kembang	negative
kenapa ya akhir akhir ini lot banget	negative
rajin karena pakai kartu byu sinyal ngajak emosi soal tcorsbynebll	negative
sama nih arti emang tadi rata ganggu semua	negative
lah sini g aja msih krang stabil	negative
benar benar dah ga ujan ga angin ini kenapa g mulu	negative
minn bagi kuota gratiss ayokk sksks	neutral
minim kenapa kok saya gabisa buka aplikasi by u sih	negative
tidak beli apa apa orang buka tokped pakai byu aja susah	negative
tapi hp bom g emang bisa min jujur aja by u bom pernah lebih dari g kalo telkomsel pernah sampai g	negative
knp dah tiap buka aplikasi pasti ga bisa mulu aku kira krn bom di update tapi dah di update paling baru juga tetep ga bisa buka	negative
tidak bisa buat terima sms dan telepon aktivasi yak	negative
coba akses aplikasi byu pakai koneksi internet provider lain ya kak	neutral
annivnya sering sering dong min	neutral
masih th nih	neutral
min tolong kenapa ya sinyal jelek mulu dimention ga pernah dibales	negative
kenapasih buat buka spotify tidak ada koneksi internet padahal ada kuota nya	negative
lahhhh by u	neutral
biasa pakai yg bikin clbk tapi sekarang sudah gaada tcoaevnzcwx	negative
g benerin dulu noh	negative
min ini kenapa gin terus yaa	negative
kak aplikasi by u lagi error maintenance ya ga bisa masuk dari kemarin	negative
byu kan make signal telkomsel ya hmm	negative
pakat unlimited untuk game codm kenapa lot ya min	negative
udh x bolak balik stok gada terus	negative
what s wrong with your app minggu ini buka kaya gin mulu	negative
aaa min itu promonya smp kapan	neutral
emang blokir aplikasi ini kah internet semua lancar tapi kalo buka aplikasi ini malah internet nya ga tcosvbanjbyi	negative
pakai sinyal telkomsel telkomsel sini parah sinyal	negative
halo min ini kenapa aplikasi begini terus ya tcojwmrfbp	negative
parah ini kenapa tidak bisa internetan nya padahal udh aktivitas tadi	negative
min kenapa aku internetnya lot banget	negative
anjer kenapa jadi gabisa buat buka spotify ini kenapaaaaaaaaaa	negative
gb tapi ga abis	neutral
lagi jd siput ya	negative
tidak lebih baik dari	negative
tolong sinyal nya kondisi jangan luplep	negative
aku pakai yang gb dri worth it sih kuota tidak bagi kuota kemendikbud gb jdi total g tcoybrhpfc	positive
baik kualitas sinyal	negative
benerin jaring anj bkin emosi pakai ni provider taii	negative
tidak ada di daftar nih saya main clash of clans soal	negative
sudah ada akun aktivasi pakai kode referal saya	negative
naikin dikit lah minimal atau mbps untuk hibur rekan rekan yang belum jangkau g daerah nya	neutral
cara abis regis ke menu ini gmn cak	neutral
ngelab	negative
min apakah ada solusi buat saya yg masalah itu hp saya udh ga support aplikasi by u karena prosesor masih saya masih mau pke kartu ini untuk hari hari masa saya harus pindah ke provider lain	negative
naikin speed unlimited nya min sudah jaman g masih ada aja yang mbps	neutral
sinyal jelek tapi kuota boros	negative
begini kualitas byu tcohfraorxro	negative
kencang banget speed nya tcoezzjochws	positive
bisa yang promo thr tambah jadi gb	neutral
help tbtb gada signal sudah kirakira jam paksa isi kuota provider lain	negative
sampai jam berapa yah kira kuota saya pas banget lg abis padahal lagi up video tcohmxtscpkuf	negative
ini knp dah akhir ini sering lot mana mau beli flash sale gb tinggal jam tcojqtmncbu	negative
iya di nomer yang sama gitu mas boleh juga tuh beda nomer apps connectify yang mana ya bang soale banyak	neutral
sudah coba akses aplikasi byu pakai koneksi internet lain	neutral
min aku buka aplikasi selalu muncul tulis something went wrong kenapa sih padahal jaring stabil	negative
nah sama ini maslh nya niat jual tidak sbnrnya kaco ini by ungetweet mulu jual mulu tidak sadar kualitas	negative
ih sama aneh banget kenapa gabisa ya	negative
kenapa tidak bisa login sih min	negative
kuota topping twitter dari masih awet banget kayak untuk twitter enggak usah kuota khusus ya besok paketin yang lain aja	positive
mau beli kuota dari hari yg lalu ga bisa masuk aplikasi mulu kenapa ya tcoscntwb	negative
siap dong tapi awas ya ngelag mulu kalo main game	negative
selamat siang min mau nanya by u unlimited bisa dipakr di modem kah	neutral
jamin hemat tidak abal abal dong kalo pakai by u	positive
thread euro di space kok ngilang yang kemaren nindy rt juga ngilang	neutral
ini kenapa ya kalo buka by u pakai koneksi by u tulisanya somthing wrong terus	negative
apknya mas gabisa dibukaaa	negative
makin ok nih fiturnya jd makin betah	positive
internet saya kok tidak bisa ya padahal kuota masih gb aktif sampai juni internet kendala sejak kemaren sore	negative
csnya sekarang lelet banget	negative
benerin napa dari kemarin gila mulu nih kartu	negative
kamu kenapa beb udh pakai apn byu ga bs buat buka pinterest	negative
lah beneran tuh ren ih parah kita tinggal kota besar loh bukan desa yg jangkau kecil sinyal aja jelek	negative
hallo min ini kenapa sinyal tiba ilang sudah jam lebih ga muncul sudah matiin hp juga ga muncul	negative
dari xl pindah ke harap sinyal lebih kenceng	positive
sini juga minim banget sinyal	negative
min kenapa ya dari minggu lalu byu tuh gabisa dipake buka zoom fix sinyal byu soal pakai wifi bisa tcooabkynx	negative
jaring byu ini sangat tidak recommend buat buka aplikasi seperti snack video	negative
pasti pas buka appnya salah sambung ya	negative
mending lah	positive
min ini kenapa gin ya mau aktivasi sim card malah gabisa tuju menu lanjut tcodsicrdrxr	negative
ilang juga jaring	negative
hehehe iya dund aduh profile pict aku kudu ganti deh hahaha	neutral
wahhh makasih min dapet kuota gratis tcoaqdmbevn	positive
makanya byu bisa donk bikin paket yg jadi tidak kena blokir	neutral
minnn tidak bisa beli kuota nih gara gara tidak bisa masuk aplikasi	negative
google dan by u lebih paham cara ucap tcokewmmbdh	positive
tolongggg kuota ajar gmett plisss	negative
jaring baik dong kak makin kesini makin parah	negative
euro fantasy league nya mana min	neutral
min paket yang k gb sudah gaada ya padahal sudah nyaman pakai itu tcopuvyrcgzf	neutral
tiap buka aplikasi by u selalu muncul something went wrong	negative
ping nya hrus stabil	negative
baik donggg sinyal nyaa	negative
eh tapi benerr biasa hadiah kuota pas paket mau abis	neutral
rumah sambil internetan pakai byu dong tapi sayang ga bisa beli topping youtube karna aplikasi salah jaring mulu anjing	negative
kek sinyal deh	negative
sinyal tidak bisa buat buka aplikasi sejak mei tcoewcloyiftm	negative
arti emang kendala ya	negative
bisa banget by u adsnya lewat pas lg rame kasus	positive
kenapasih buat buka spotify tidak ada koneksi internet	negative
benar banget nih apalagi waktu hujan tidak bisa iternetan nasib saya pakai by u dan tsel dalam hp	negative
paling enak sih	positive
pakai by u biar lancar streamingnya my	positive
aplikasi ridak bisa akses tcorjvcrqzo	negative
plis k gb nya adain sampai bulan depan	neutral
dan lagi ga serasi ya ga bisa akses netflix pakai by u sejak kemarin sore	negative
min tolong dong ini dari kmarin gabisa buka terus tcomvlguyk	negative
eh itu jenius beda lagiiii	neutral
kak ini by u lagi error kah aku mau ngisi data di indomaret kata error	negative
cb kamu dm aja deh twitter	neutral
kok buka aplikasi nya loading terus ya mau beli data jadi ga bisa	negative
soal saya copot kemaren saya ganti jadi kartu	negative
musuh aja yuk kita	negative
min spotify kok no internet connection tapi buat yg lain aman aja why	negative
ni kenapa lagi by u mulai jadi cepu zzz tcozxnpqapdt	negative
makin ga nyaman aja	negative
beli paket byu bayar pakai linkaja susah amat sih suruh masuk padahal sudah masuk goblokkk banget sih tcoegigcdypk	negative
jahat amat dah yg bikin	neutral
sales ya bang	neutral
mim kenapa internet di tangerang lot banget tolong baik ya	negative
kak saya mau daftar m banking kok gabisa ya	negative
tolong bantu deh ini gimana login hotstar di desktop	neutral
bangga banget sih jadi anak by u	positive
punten ini admin sudah mau kayak gin jam tinggal kuliah juga kan tadi jadi boleh minta tolong baik tcosifgqirbi	negative
ganti aja emang dah turun sih kualitas	negative
minta tolong untuk baik servernya dari kemarin gabisa masuk aplikasi tcovbztso	negative
duh lot banget dah	negative
wa sama twitter mau nyoba topping game keburu hapus gamenya	negative
minn ini knp aplikasi by u gabisaa buka	negative
simcard saya tiba tiba mati harus gimana	negative
sudah di dm jam yg lalu dan masih belum ada solusi padahal cuman receh	negative
mau masukin nik sama kk aja ndak ada	negative
rek ganti ku xl jempol aing mah yug	negative
pen banting hp asli pas lagi putus tuh sinyal kudu clasic hari dulu biar bisa rank	negative
saya sudah bayar tapi saya cek kok ngga ada konfirmasi email atau record transaksi di web byu	negative
masih tanggal duit sudah abis	neutral
by u lagi eror yaa min	negative
ganti hp duitnyaaa	neutral
wanjet greget nih ada temen mabar pula	negative
uhuk uhuk tidak asa kita sudah tahun ya beb tcouwwgmlhamu	neutral
promo sampai kapan nih nin	neutral
yg sering itu pas di rush lawan jaring malah muat	negative
iya nih kalo main game sering lag	negative
makin kesini by u ko jadi gin	negative
paket thr unlimited dong rp	neutral
min tolong baik aplikasi ini jangan bikin stress	negative
min kok sinyal hilaaaaang	negative
hahahhaahaaa tidak usah tanya kenapa kak ujung nanti didm suruh kirim nomor hp type hp sama alamat minta alamat sampai ke patok kayak orang mau kirim paket aja tapi tetep aja sinyal tidak langsung benar	negative
harus nyontek provider lain dong	negative
donggg gancang pisannn plus marurah bismillah kuota gb	positive
pertama kali beli topping disney hotstar tapi pas streaming yang kapakai kuota utama	negative
aduuh iya nih apalagi jadi ba nya kini banget	positive
gimana asa mu kalo internet kencang di upload doang tcocukuwdug	negative
yang k	neutral
jaring lot sekali nih	negative
app by u kenapa dah gabisa di akses	negative
	
iya kadang buat ngrimi chat aja pending	negative
bs g si jaring dibetulin dulu udh minggu lot banget nin ngegame juga pingnya mls banget anjir sm lu	negative
kemaren baru dapet kuota monthversary dari tapi hpnya jambret orang	positive
balikin ke harga normal mbps k	neutral
sudah ganti kartu halo aja	negative
enak sih pakai provider doi	positive
horor nih min mau trf gakada pulsa jadi gakbisa trf soal aplikasi lo gakbisa dipake asuuuuu	negative
lah punya belum diupdate aja tetep gabisa	negative
min saya mau registrasi gagal mulu napa nih	negative
min gimana sih kok sampai sekarang tidak bisa buka aplikasi by u pakai jaring by u aneh banget	negative
dari sore kok lot siiih tcorrmjijr	negative
ada topping buat game genshin impact tidak	neutral
tolong don admin saya mau login ke aplikasi masa jadi salah terus dah dari beberapa hari nyoba l tcoxopufxpqt	negative
bagus nih solusi	positive
lah nyata bukan saya doang	negative
wih mantep juga tapi mending by u pikir nu	positive
btw min tadi jaring untuk wa sempet error ya	negative
kenapa ga ada jaring ya dari pagi	negative
ntar aja dah tunggu dah pada rame g baru pindah kalau ada dana dan	neutral
mulai masalah juga	negative
gb makanya kasih paket yg murah ya min pliss pliss atau naikin speed unlimited kaya dulu pliss terp tcoyxtlvtphmv	neutral
x komplain ditwitter balas sama aja suruh refresh jaring	negative
maaf min ko paket saya blm masuk ya dari link aja ny udh potong tcofnwyamlhf	negative
jangan undang konspiresyen dong	neutral
blm pernah di respon njir	negative
mejik cess tai blessing tai cuk rapernah hoki anjir	negative
tadi aku coba buka crash emang kak	negative
alhamdulillah gonku lancar	positive
gin buat pas luar rumah mesti masih kurang padahal di rumah pakai wifi tcosrnagnafvu	negative
pagi min saya mau unreg kartu by u saya bgmn cara	neutral
dapet kuota gratis dari	positive
eror mulu heran sama kartu ini	negative
happy monthiversary	positive
hi by u aku punya simcard by u yg udh lebih dari hari ga aktif apa aku bisa dapat nomer baru tapi deng tcopczdxxcno	neutral
tim byu apa nih nin wkwkkwkw	neutral
dan ga oke lagi bagai partner maen mobile legends ngab ngab jumping parah mari kita pindah provider	negative
kiww sudah bulan aja sama	positive
min ini gimana solusi saya tinggal aktif doank tapi data kartu keluarga salah keteranganya gimana nii mau dipakeee	negative
min ngurus nomor byu yg ilang gmna cara	neutral
sedih pis streaming p	neutral
tidak ada kuota kaget nih yg murmer min	neutral
duh sinyalna kok muter trua sih lieur yeuh	negative
dari awal pakai by u sampai skrg gabisa dipake maybe uda bulan	negative
coba kali selalu has seperti ini dan tidak ada terang yg lebih speksifik tcotrfgijoil	negative
gimananih masa sudah tf tapi pulsa ga masuk tcobwscmpgg	negative
ada rencana tidak min naikin speed	neutral
byu kenapa tidak bisa akses spotify sama tokopedia deh aneh banget	negative
update dulu	neutral
aplikasi by u punya kok gabisa buka ya lg ada baik kah	negative
bi ini saya buka aplikasi by u kok ga bisa yaa saya mau aktifin nomor saya kembali karena sudah hampir b tcolmcjzzwbhj	negative
aku tidak pernah beli kuota sekarang	neutral
saya barusan transaksi beli paket unlimited mbps jam tapi paket belum aktif padahal saldo link aja sudah potong	negative
o ya by u dark mode kapan nih	neutral
haduu percuma hp nya nga support mau ganti tapi masih miskin	neutral
marahin nindy karena lelet mulu nih by u	negative
adain lg dong bonus kuota masa cuma tahun doang	neutral
tambah pulsa tiba potong sendiri	negative
beli kuota by u tapi gabisa dipake spotify	negative
min tolong dong kok ini app nya tidak bisa buka force closed muluu	negative
hai min ini kenapa selalu loading lama ya dari dulu selalu gin jadi sulit kalau mau bek paket data lagi mohon bantu tcouprawgpsi	negative
halo mimin nindy apps nya apa lagi error yaaa kokkkkk tidak bisaaa terusss pdhaal aku udh update	negative
topping ig sama youtube nya naikin dong jadi gb kaya dulu	neutral
min knp internetku tibatiba gabisa jalan ya padahal sinyal full dan sblmnya baik baik aja bisa dipake internet	negative
kapan nihhh pulsa bisa dipake buat bayar aku lelah dengar dengan iklan dan sudah te tcojglbhpb	neutral
falcon and winter soldier cuy next loki mau nntn hehehe	neutral
min adain kuota yg mbps please	neutral
bhaaaks sudah ninggalin bayu dari tengah tahun lalu karna sinyal sama tcokteiupmwf	negative
halo min tadi saya beli topping telpon jam wita di indomaret sampai sekarang belum masuk paket gimana dong tcobrgcgnjt	negative
kaget pakai beneran unlimited	positive
kenapa si jaring nya suka ilang tiba tiba kesel banget tcocwhcifuu	negative
kenapa sinyal h terus dari siaaaaaang	negative
percuma kuota banyak kalo jaring ilang ulang kaya hayabusa	negative
ngabisin kuota	negative
udh hari msh aja kayak begini saranin nya pakai hp yg lain dulu	negative
belum bisa order ke kupang	negative
byu kasih fitur yg bisa ganti kuota dong semalem beli kuota safe n slund tapi lot trs aku beli yg gb tapi gabisa di ubah ke yg gb	neutral
bang byu di cikupa lelet dah	negative
min dari pagi buka app by u kaga bisa terus gimana nih	negative
gada jaring nih	negative
untuk di indonesia cepat internet dari g masih batas sekitar x x lebih dari g untuk sekarang tapi mungkin untuk depan bisa lebih efektif	neutral
si paling gercep emang miminnyaa	neutral
bulan pakai byu kaya aman aman aja	positive
sebapuk itu jaring by u masuk game aja ga kuat duhh tcobtzfrwpc	negative
ini sih sumpah endul gapernah ganti ganti paling pol sampai itu juga kadang sisa soal awet buat stream tcobgyibobq	positive
aku sudah bisa gaes yaa mau ga mau ribet restore storage dulu gigaan buat updat tcocxdftywnx	negative
gua beli kuota yg gb via kasir alfamart struk nya hasil tapi kuota tidak masuk	negative
iki sih juara mas murah kuota banyak	positive
makas tau aja kuota pas habis tcosygphsf	positive
paket nelfon ke semua operator knp gk bisa buat nelfon cs bank	neutral
down trosss kalo malam biasa elahhh	negative
sudah hari sejak bayar kartu belum terima kata masih ada problem yang saya tidak kasih tahu tcokmidciz	negative
gb rb dah jadi langgan saya min w	positive
yah mo gimana lagi orang byu numpang sama punya telkomsel	neutral
kenapa kalau open app kamu pakai jaring kamu sendiri ga bisa	negative
masuk ke provider telkomsel	neutral
happy anniversary sayangg si selalu ngasih data gratis tcoxplllcvbzm	positive
dikadoin kuota gb sama makasih kadonyaa	positive
ini kenapa yah dari jam sore g bisa akses data sama sekali cek app nya aja muter terus ga masuk	negative
ga ada pilih yg lebih buruk	negative
hadehh g aja masih lola baik dulu tuh jaring byu	negative
selamat siang min mohon bantu saya beli kartu by u tapi jaring di device saya tidak deteksi thx tcownjkvbkt	negative
	
emang horor min tapi lebih horor lagi kalau para guna by u ga tau kalau ada rewards coin yang sangat faedah tcodnhqhavvw	positive
woilah ngakak tanggung jawab	negative
hallo by u kenapa jaring hilang dari malam sampai saat ini belum kembali apa sedang ada baik jari tcouhrcvb	negative
not recommended	negative
tanya aplikasi dibukak dari beberapa hari kok tidak bisa ya tcoqcowbpmyqt	negative
kenapa aplikasi gabisa buka sihhhhh aku mau beli paket ni	negative
apakah by u sedang ganggu dari kmrn saya tidak bisa akses masuk	negative
halo kawan yg di jawa barat khusus bandung apa iya skrg lagi ganggu byu saya rasa donlot pakai torrent mentok kbps dari bulan kemaren suruh bongkar modem dan hape pindahin kartu doang ga selesaiin masalah kata jaring lagi b	negative
susah sekali masuk aplikasi	negative
mantap min sinyal tcouttwrejbeo	positive
nggatelisasi tiap buka bayu tcoznubfayi	negative
ka nomor by u yg sudah nonaktif kalo kita isi pulsa bisa aktif lagi ga	neutral
bandung area error kah	negative
kalo telkomsel udh g arti by u udh g juga benar	neutral
ini gimana ya tcocwzxtrys	negative
kenapa jadi lot banget	negative
saya sudah sabar banget loh ini dari kemaren gin mulu tcoflvycfg	negative
selalu nulis upaya selesai cepat tapi ga kelar kelar woi elah iini buset dah ah	negative
benerin karburator di jalan	negative
tidak ada give away nih min	neutral
admin ya parah	negative
mau tanya untuk area tanah bumbu kalimantan selatan apakah jaring by u sedang trauble karena ini mulai sebal sekali	negative
tempat sudah nyaman eh jaringanya ga bkin nyaman ada ya ini byu	negative
untuk bisa nikmat jaring g	positive
tiap abis hujan down terus deh	negative
coba di tingkat dan di stabil lagi jaring	negative
ada cara lain ngga buat cek kuota selain pakai aplikasi tcooaklupv	neutral
ga akan baik masalah initeh	negative
iya saya juga selalu pke paket yg ini	neutral
k gb balikin lagi dong nindy	neutral
baru ngeuh ada yang ngasih bonus kuota pas ulangtaun thank you tcodhezpzxkn	positive
jadi gimna nih ga bisa beli qouta apa pindah aja ya ke kartu yg lain	negative
paket yang k gb mana ya padahal sudah sering pakai itu	neutral
lokasi pengaruh	negative
lot mahal	negative
ko kamu lagi lama sii aku bete deh baru aja pindah padahal	negative
kalo aku bukan jarang lagi tapi tidak pernah sama sekali dapet sms pinjam atau tipu gitu lama pakai by u	positive
lagi ada acara keren banget ini	positive
wildrift juga masukin dong	neutral
dari mei sampai hari ini	neutral
	
tapi aplikasi gabisa dibukaaa	negative
alhamdulillah tunggu min	neutral
i love u tapi kenapa signalnya dri kemaren jelek nina	negative
